"intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle","Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2"
76,14,86,2.938,6849761126,3249761126,-1,0.04409051313996315,2.937221527099609,-0.05127517133951187
128,15,86,3.048,6849761129,3249761129,15,0.04418941587209702,2.943810224533081,0.788880467414856
47,1,95,2.932,6849761152,3249761152,1,0.04860477149486542,2.931150436401367,0.05117045715451241
59,3,97,2.93,6849761156,3249761156,3,0.0495336540043354,2.925565242767334,0.1533443480730057
65,5,98,2.962,6849761161,3249761161,5,0.05046747252345085,2.950297117233276,0.2581553161144257
9,6,99,2.914,6849761163,3249761163,-9,0.04972793534398079,2.877694129943848,-0.4558500349521637
21,8,101,2.958,6849761168,3249761168,-7,0.051751758903265,2.935495376586914,-0.3604895174503326
56,9,102,2.974,6849761170,3249761170,9,0.05228962004184723,2.936919689178467,0.465236097574234
23,10,102,2.958,6849761172,3249761172,-5,0.05245621874928474,2.946276903152466,-0.2578066885471344
11,11,103,2.728,6849761175,3249761175,11,0.04813734441995621,2.677446365356445,0.5205269455909729
17,12,104,2.93,6849761177,3249761177,-3,0.05310786888003349,2.92550253868103,-0.1533443480730057
77,13,105,3.02,6849761179,3249761179,13,0.05392289906740189,2.942103385925293,0.6793521642684937
29,14,106,2.924,6849761182,3249761182,-1,0.05408410727977753,2.923054456710815,-0.05103083699941635
64,15,107,3.036,6849761184,3249761184,15,0.05476227030158043,2.932039499282837,0.7857746481895447
13,1,114,2.922,6849761207,3249761207,1,0.05812562257051468,2.920976638793945,0.05099593102931976
13,3,116,2.942,6849761211,3249761211,3,0.05947750806808472,2.937366008758545,0.1539723873138428
15,5,117,2.944,6849761216,3249761216,5,0.05988458916544914,2.932185649871826,0.256586492061615
2,6,118,2.31,6849761218,3249761218,-9,0.04698514565825462,2.281076192855835,-0.3613636195659637
100,7,119,2.394,6849761221,3249761221,7,0.04934781789779663,2.375643014907837,0.291755199432373
16,9,120,2.98,6849761225,3249761225,9,0.06164006143808365,2.942665815353394,0.4661746919155121
4,10,121,2.188,6849761228,3249761228,-5,0.04602798819541931,2.179188013076782,-0.1906967610120773
3,11,122,2.46,6849761230,3249761230,11,0.05141455307602882,2.414255380630493,0.4693901240825653
4,12,123,2.82,6849761232,3249761232,-3,0.06045088171958923,2.815486431121826,-0.1475874036550522
26,13,124,3.016,6849761235,3249761235,13,0.06359462440013885,2.938011884689331,0.6784523725509644
22,15,125,3.032,6849761239,3249761239,15,0.06388897448778152,2.927990198135376,0.7847393155097961
1,1,134,2.03,6849761262,3249761262,1,0.04746488854289055,2.029135704040527,0.03542838618159294
1,6,138,2.028,6849761274,3249761274,-9,0.04823945090174675,2.002450942993164,-0.3172490894794464
5,8,140,1.978,6849761278,3249761278,-7,0.04796662554144859,1.962670207023621,-0.2410575598478317
