"intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle","Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2"
72,12,8464,0.516,6849784346,3249784346,-3,0.5130397081375122,0.0481351837515831,-0.02700535394251347
100,13,8465,0.5,6849784348,3249784348,13,0.4850627183914185,0.04542488232254982,0.1124755293130875
94,15,8466,0.522,6849784353,3249784353,15,0.5020250082015991,0.04692496731877327,0.1351035386323929
72,1,8475,0.516,6849784376,3249784376,1,0.5137571096420288,0.04720764234662056,0.009005441330373287
95,3,8477,0.516,6849784381,3249784381,3,0.5131475925445557,0.04697100818157196,0.02700535394251347
88,5,8478,0.536,6849784385,3249784385,5,0.5317458510398865,0.04857982322573662,0.04671547934412956
87,6,8479,0.53,6849784388,3249784388,-9,0.5213121175765991,0.04753486067056656,-0.08291026949882507
79,7,8480,0.516,6849784390,3249784390,7,0.5100460052490234,0.04641782119870186,0.06288458406925201
78,8,8481,0.524,6849784392,3249784392,-7,0.5179619193077087,0.04704707860946655,-0.06385953724384308
58,10,8482,0.53,6849784397,3249784397,-5,0.5258268713951111,0.0476689338684082,-0.04619254544377327
90,11,8483,0.526,6849784399,3249784399,11,0.5142353177070618,0.04652760922908783,0.1003655344247818
72,12,8484,0.516,6849784401,3249784401,-3,0.5132045745849609,0.04634404554963112,-0.02700535394251347
100,13,8485,0.508,6849784404,3249784404,13,0.4929818212985992,0.04443112388253212,0.1142751350998878
94,15,8486,0.522,6849784408,3249784408,15,0.5021857023239136,0.04517228901386261,0.1351035386323929
87,1,8495,0.502,6849784431,3249784431,1,0.4999752044677734,0.04418184608221054,0.008761107921600342
100,3,8496,0.516,6849784436,3249784436,3,0.5133005380630493,0.04526909440755844,0.02700535394251347
79,5,8498,0.542,6849784441,3249784441,5,0.5378664135932922,0.04724641144275665,0.04723841324448586
90,6,8499,0.514,6849784443,3249784443,-9,0.5057322382926941,0.0443347804248333,-0.08040731400251389
79,7,8500,0.508,6849784445,3249784445,7,0.5022947788238525,0.04394509643316269,0.06190962716937065
81,8,8501,0.526,6849784447,3249784447,-7,0.5201005339622498,0.04541143402457237,-0.06410327553749084
75,9,8501,0.51,6849784450,3249784450,9,0.5018119215965271,0.04381459951400757,0.07978157699108124
58,10,8502,0.53,6849784452,3249784452,-5,0.5259900689125061,0.04583316296339035,-0.04619254544377327
55,11,8503,0.5,6849784454,3249784454,11,0.4889682233333588,0.04252120479941368,0.0954044982790947
76,12,8504,0.524,6849784457,3249784457,-3,0.5213223695755005,0.04524308070540428,-0.02742404118180275
100,13,8505,0.516,6849784459,3249784459,13,0.5008997917175293,0.04338262230157852,0.1160747408866882
89,15,8506,0.508,6849784464,3249784464,15,0.4888676106929779,0.04225456342101097,0.1314800679683685
83,1,8515,0.504,6849784487,3249784487,1,0.5021189451217651,0.04260540753602982,0.008796012960374355
93,3,8517,0.524,6849784491,3249784491,3,0.5214236378669739,0.0440601222217083,0.02742404118180275
81,5,8518,0.534,6849784496,3249784496,5,0.5300866961479187,0.04469896852970123,0.04654116556048393
100,6,8519,0.51,6849784498,3249784498,-9,0.5019470453262329,0.04223790019750595,-0.07978157699108124
82,7,8520,0.5,6849784500,3249784500,7,0.494532585144043,0.04152705892920494,0.06093467026948929
69,8,8521,0.532,6849784503,3249784503,-7,0.5261903405189514,0.04409295693039894,-0.06483449041843414
100,9,8522,0.514,6849784505,3249784505,9,0.5059061050415039,0.04230428859591484,0.08040731400251389
70,10,8522,0.534,6849784507,3249784507,-5,0.5301178097724915,0.04432889074087143,-0.04654116556048393
100,11,8523,0.512,6849784510,3249784510,11,0.5008524060249329,0.04179366677999496,0.09769420325756073
78,12,8524,0.516,6849784512,3249784512,-3,0.5135155916213989,0.04276010394096375,-0.02700535394251347
100,13,8525,0.518,6849784514,3249784514,13,0.5029902458190918,0.041795264929533,0.1165246441960335
94,15,8527,0.518,6849784519,3249784519,15,0.4986455738544464,0.04125899448990822,0.1340682655572891
94,1,8536,0.508,6849784542,3249784542,1,0.5062580108642578,0.0410882942378521,0.008865822106599808
100,3,8537,0.506,6849784547,3249784547,3,0.5036575794219971,0.04078876227140427,0.026481993496418
71,5,8539,0.55,6849784551,3249784551,5,0.5461345314979553,0.0440368764102459,0.04793565720319748
100,6,8540,0.512,6849784553,3249784553,-9,0.5040675401687622,0.04055631160736084,-0.08009444922208786
84,8,8542,0.514,6849784558,3249784558,-7,0.5085396766662598,0.04073747247457504,-0.06264084577560425
74,9,8543,0.514,6849784560,3249784560,9,0.5060577988624573,0.04044976830482483,0.08040731400251389
56,10,8543,0.544,6849784563,3249784563,-5,0.5402069687843323,0.04317935183644295,-0.04741272330284119
58,11,8544,0.512,6849784565,3249784565,11,0.5010021924972534,0.0399576723575592,0.09769420325756073
79,12,8545,0.506,6849784567,3249784567,-3,0.5037140846252441,0.04008548334240913,-0.026481993496418
100,13,8546,0.514,6849784570,3249784570,13,0.4992547929286957,0.03964292630553246,0.1156248450279236
83,14,8547,0.506,6849784572,3249784572,-1,0.5043424963951111,0.03995833545923233,-0.008830917999148369
89,15,8547,0.516,6849784574,3249784574,15,0.4968607127666473,0.03936556354165077,0.1335506290197372
76,1,8556,0.518,6849784597,3249784597,1,0.5163667798042297,0.04009490460157394,0.009040346369147301
100,3,8557,0.504,6849784602,3249784602,3,0.5018056035041809,0.03887614980340004,0.02637732215225697
78,5,8559,0.55,6849784606,3249784606,5,0.5462849140167236,0.0421302430331707,0.04793565720319748
89,6,8560,0.518,6849784609,3249784609,-9,0.5101146697998047,0.0392511859536171,-0.08103305101394653
75,8,8562,0.512,6849784613,3249784613,-7,0.5066994428634644,0.03881048411130905,-0.06239710375666618
100,9,8563,0.514,6849784616,3249784616,9,0.5061959028244019,0.03868304938077927,0.08040731400251389
70,10,8563,0.538,6849784618,3249784618,-5,0.5343946218490601,0.04083796963095665,-0.04688978940248489
100,11,8564,0.522,6849784620,3249784620,11,0.5109264850616455,0.03895486518740654,0.09960229694843292
67,12,8565,0.51,6849784623,3249784623,-3,0.5078339576721191,0.0386299304664135,-0.02669133804738522
100,13,8566,0.504,6849784625,3249784625,13,0.4896743595600128,0.03716260939836502,0.1133753284811974
94,15,8567,0.518,6849784629,3249784629,15,0.4989214539527893,0.03777681291103363,0.1340682655572891
87,1,8576,0.518,6849784652,3249784652,1,0.516503632068634,0.03829220309853554,0.009040346369147301
100,3,8578,0.506,6849784657,3249784657,3,0.5039365887641907,0.03718364983797073,0.026481993496418
87,5,8579,0.538,6849784662,3249784662,5,0.5345065593719482,0.03934550285339355,0.04688978940248489
87,6,8580,0.534,6849784664,3249784664,-9,0.5260091423988342,0.03862769901752472,-0.08353600651025772
75,8,8582,0.524,6849784669,3249784669,-7,0.518710732460022,0.03790969774127007,-0.06385953724384308
54,10,8583,0.528,6849784673,3249784673,-5,0.5245983600616455,0.03824794292449951,-0.04601823166012764
63,11,8584,0.506,6849784676,3249784676,11,0.4953947365283966,0.0360318161547184,0.09654935449361801
72,12,8585,0.518,6849784678,3249784678,-3,0.5159337520599365,0.03743517026305199,-0.0271100252866745
100,13,8586,0.502,6849784680,3249784680,13,0.4878574311733246,0.03531241044402122,0.1129254326224327
80,15,8588,0.514,6849784685,3249784685,15,0.4952028393745422,0.03567033261060715,0.1330329924821854
72,1,8596,0.508,6849784708,3249784708,1,0.506660521030426,0.03578461706638336,0.008865822106599808
96,3,8597,0.508,6849784712,3249784712,3,0.5060494542121887,0.03565269708633423,0.02658666484057903
79,5,8599,0.542,6849784717,3249784717,5,0.5386157035827637,0.03775814548134804,0.04723841324448586
100,6,8600,0.508,6849784719,3249784719,-9,0.5005234479904175,0.03500000759959221,-0.07946870476007462
79,7,8601,0.504,6849784722,3249784722,7,0.4990307688713074,0.03480811044573784,0.06142215058207512
71,8,8602,0.524,6849784724,3249784724,-7,0.5188398957252502,0.03609883040189743,-0.06385953724384308
100,9,8603,0.518,6849784726,3249784726,9,0.5103948712348938,0.03542174771428108,0.08103305101394653
67,10,8603,0.528,6849784729,3249784729,-5,0.5247286558151245,0.03641651943325996,-0.04601823166012764
80,11,8604,0.52,6849784731,3249784731,11,0.509227454662323,0.0352514237165451,0.09922067821025848
72,12,8605,0.522,6849784733,3249784733,-3,0.5200463533401489,0.03590916469693184,-0.02731936983764172
100,13,8606,0.508,6849784735,3249784735,13,0.4938101470470428,0.03401096165180206,0.1142751350998878
97,15,8608,0.506,6849784740,3249784740,15,0.4876150190830231,0.03341326117515564,0.1309624314308167
79,1,8615,0.506,6849784763,3249784763,1,0.504781186580658,0.03397000208497047,0.008830917999148369
100,3,8616,0.512,6849784768,3249784768,3,0.5101504325866699,0.03424189612269402,0.02679600939154625
88,5,8618,0.536,6849784772,3249784772,5,0.532774031162262,0.03557360917329788,0.04671547934412956
100,6,8619,0.51,6849784775,3249784775,-9,0.5026077628135681,0.03347128257155418,-0.07978157699108124
87,7,8620,0.508,6849784777,3249784777,7,0.5031049251556396,0.03341619297862053,0.06190962716937065
75,8,8621,0.532,6849784779,3249784779,-7,0.5268797278404236,0.03490295261144638,-0.06483449041843414
60,9,8621,0.514,6849784782,3249784782,9,0.5065615177154541,0.03355697914958,0.08040731400251389
58,10,8622,0.532,6849784784,3249784784,-5,0.528822660446167,0.03493895754218102,-0.0463668555021286
78,12,8624,0.52,6849784788,3249784788,-3,0.5181695818901062,0.03405345603823662,-0.02721469663083553
100,13,8625,0.51,6849784791,3249784791,13,0.4958647787570953,0.03250069543719292,0.1147250384092331
93,15,8627,0.51,6849784795,3249784795,15,0.4915786385536194,0.03204743936657906,0.1319977194070816
83,1,8635,0.508,6849784818,3249784818,1,0.5068923234939575,0.03233508393168449,0.008865822106599808
100,3,8636,0.504,6849784823,3249784823,3,0.5022939443588257,0.03195372596383095,0.02637732215225697
87,5,8638,0.544,6849784828,3249784828,5,0.5408486127853394,0.03421685472130775,0.04741272330284119
89,6,8639,0.522,6849784830,3249784830,-9,0.5145502686500549,0.03246292099356651,-0.08165878802537918
75,8,8641,0.516,6849784835,3249784835,-7,0.5111488103866577,0.03206919133663177,-0.06288458406925201
100,9,8641,0.518,6849784837,3249784837,9,0.5106185674667358,0.03203592821955681,0.08103305101394653
65,10,8642,0.536,6849784839,3249784839,-5,0.532918393611908,0.03334162756800652,-0.04671547934412956
100,11,8643,0.512,6849784841,3249784841,11,0.5016178488731384,0.03129544109106064,0.09769420325756073
100,13,8645,0.51,6849784846,3249784846,13,0.4959751963615417,0.03076960518956184,0.1147250384092331
78,15,8647,0.522,6849784851,3249784851,15,0.503256618976593,0.03104499354958534,0.1351035386323929
87,1,8656,0.512,6849784874,3249784874,1,0.5109996199607849,0.03071699105203152,0.008935632184147835
100,3,8657,0.502,6849784878,3249784878,3,0.5004140138626099,0.02999301813542843,0.02627265080809593
78,5,8659,0.55,6849784883,3249784883,5,0.5469369888305664,0.03258984163403511,0.04793565720319748
89,6,8660,0.522,6849784885,3249784885,-9,0.5146658420562744,0.03057678416371346,-0.08165878802537918
68,8,8662,0.514,6849784890,3249784890,-7,0.5092812776565552,0.03007848560810089,-0.06264084577560425
70,10,8663,0.542,6849784894,3249784894,-5,0.539003849029541,0.03173951804637909,-0.04723841324448586
58,11,8664,0.502,6849784897,3249784897,11,0.4919297695159912,0.02888138219714165,0.09578611701726913
78,12,8665,0.516,6849784899,3249784899,-3,0.5144122838973999,0.03011125139892101,-0.02700535394251347
100,13,8666,0.504,6849784901,3249784901,13,0.4902483522891998,0.0286109521985054,0.1133753284811974
86,15,8667,0.524,6849784906,3249784906,15,0.5052905082702637,0.02940032631158829,0.1356211751699448
90,1,8676,0.516,6849784929,3249784929,1,0.5150967240333557,0.02915912121534348,0.009005441330373287
100,3,8677,0.506,6849784934,3249784934,3,0.5045037865638733,0.02847113274037838,0.026481993496418
87,5,8679,0.538,6849784938,3249784938,5,0.5351118445396423,0.03001108393073082,0.04688978940248489
99,6,8680,0.524,6849784940,3249784940,-9,0.5167416930198669,0.0288903471082449,-0.0819716602563858
79,7,8681,0.508,6849784943,3249784943,7,0.5034321546554565,0.02805808745324612,0.06190962716937065
75,8,8682,0.512,6849784945,3249784945,-7,0.5074011087417603,0.02819046005606651,-0.06239710375666618
100,9,8682,0.51,6849784947,3249784947,9,0.5029454231262207,0.02794290706515312,0.07978157699108124
58,10,8683,0.526,6849784950,3249784950,-5,0.5231966376304626,0.02897643856704235,-0.04584392160177231
85,11,8684,0.526,6849784952,3249784952,11,0.5155507922172546,0.02846273221075535,0.1003655344247818
78,12,8685,0.522,6849784954,3249784954,-3,0.5204970240592957,0.02864468283951283,-0.02731936983764172
100,13,8686,0.502,6849784957,3249784957,13,0.4883994162082672,0.02679274789988995,0.1129254326224327
89,15,8688,0.508,6849784961,3249784961,15,0.4899629950523376,0.02670698054134846,0.1314800679683685
76,1,8696,0.51,6849784984,3249784984,1,0.5092047452926636,0.02704277075827122,0.008900727145373821
97,3,8698,0.502,6849784989,3249784989,3,0.5006158351898193,0.0264113936573267,0.02627265080809593
81,5,8699,0.534,6849784993,3249784993,5,0.531234085559845,0.02793377079069614,0.04654116556048393
91,6,8700,0.51,6849784996,3249784996,-9,0.5030307173728943,0.02636272273957729,-0.07978157699108124
79,7,8701,0.508,6849784998,3249784998,7,0.503527045249939,0.02630061097443104,0.06190962716937065
75,8,8702,0.516,6849785000,3249785000,-7,0.5114612579345703,0.02662552706897259,-0.06288458406925201
61,9,8702,0.502,6849785003,3249785003,9,0.4951490759849548,0.02577635273337364,0.07853010296821594
63,10,8703,0.52,6849785005,3249785005,-5,0.5173254609107971,0.02684026956558228,-0.04532098770141602
58,11,8704,0.504,6849785007,3249785007,11,0.4940800368785858,0.02554776892066002,0.09616773575544357
74,12,8705,0.538,6849785010,3249785010,-3,0.5365507006645203,0.02764993906021118,-0.02815674431622028
100,13,8706,0.512,6849785012,3249785012,13,0.4982208609580994,0.02558750845491886,0.1151749417185783
93,15,8707,0.504,6849785017,3249785017,15,0.4861901998519897,0.02488456107676029,0.1304447948932648
79,1,8716,0.502,6849785040,3249785040,1,0.5013070702552795,0.02486883476376534,0.008761107921600342
95,3,8718,0.514,6849785044,3249785044,3,0.5126739740371704,0.02525332942605019,0.02690068073570728
87,5,8719,0.544,6849785049,3249785049,5,0.5412783026695251,0.02656762301921844,0.04741272330284119
100,6,8720,0.52,6849785051,3249785051,-9,0.5129847526550293,0.02508914098143578,-0.08134592324495316
69,8,8722,0.536,6849785056,3249785056,-7,0.5313786268234253,0.02580282464623451,-0.06532196700572968
81,9,8723,0.516,6849785058,3249785058,9,0.5090516805648804,0.0246296115219593,0.08072018623352051
61,10,8723,0.536,6849785060,3249785060,-5,0.5333364605903625,0.02580459043383598,-0.04671547934412956
82,11,8724,0.508,6849785063,3249785063,11,0.498088151216507,0.02401202358305454,0.09693097323179245
78,12,8725,0.512,6849785065,3249785065,-3,0.5107095241546631,0.02453113719820976,-0.02679600939154625
100,13,8726,0.52,6849785067,3249785067,13,0.5060932040214539,0.02422086521983147,0.1169745475053787
97,15,8728,0.514,6849785072,3249785072,15,0.4959265291690826,0.02356079965829849,0.1330329924821854
83,1,8736,0.512,6849785095,3249785095,1,0.5113787055015564,0.02357932738959789,0.008935632184147835
96,3,8738,0.506,6849785099,3249785099,3,0.5047783255577087,0.0230984166264534,0.026481993496418
78,5,8739,0.546,6849785104,3249785104,5,0.5433580875396729,0.0247687753289938,0.04758703708648682
100,6,8740,0.514,6849785106,3249785106,-9,0.5071492195129395,0.02302950993180275,-0.08040731400251389
82,7,8741,0.5,6849785109,3249785109,7,0.4957661330699921,0.02242590300738811,0.06093467026948929
75,8,8742,0.512,6849785111,3249785111,-7,0.5076684951782227,0.02287551946938038,-0.06239710375666618
92,9,8742,0.522,6849785113,3249785113,9,0.5150507092475891,0.02320816181600094,0.08165878802537918
56,10,8743,0.534,6849785116,3249785116,-5,0.5314329266548157,0.02385340258479118,-0.04654116556048393
63,11,8744,0.504,6849785118,3249785118,11,0.4942463338375092,0.02209784649312496,0.09616773575544357
79,12,8745,0.51,6849785120,3249785120,-3,0.508796751499176,0.02265941724181175,-0.02669133804738522
100,13,8746,0.504,6849785123,3249785123,13,0.490600049495697,0.02176322788000107,0.1133753284811974
81,14,8747,0.5,6849785125,3249785125,-1,0.4994365572929382,0.02206788025796413,-0.008726202882826328
94,15,8747,0.522,6849785127,3249785127,15,0.5037217736244202,0.02225722558796406,0.1351035386323929
94,1,8756,0.512,6849785150,3249785150,1,0.5114578604698181,0.02179414033889771,0.008935632184147835
96,3,8758,0.508,6849785155,3249785155,3,0.5068513751029968,0.02142060361802578,0.02658666484057903
78,5,8759,0.546,6849785159,3249785159,5,0.5434412360191345,0.02287195064127445,0.04758703708648682
90,6,8760,0.514,6849785162,3249785162,-9,0.5072264671325684,0.02125908806920052,-0.08040731400251389
76,7,8761,0.502,6849785164,3249785164,7,0.4978247582912445,0.02077800035476685,0.06117840856313705
75,8,8762,0.52,6849785166,3249785166,-7,0.5156787633895874,0.021433025598526,-0.06337206065654755
100,9,8763,0.508,6849785169,3249785169,9,0.5013164877891541,0.0207484420388937,0.07946870476007462
56,10,8763,0.54,6849785171,3249785171,-5,0.5374850034713745,0.0222453810274601,-0.04706409946084023
95,11,8764,0.52,6849785173,3249785173,11,0.5100131630897522,0.0210192147642374,0.09922067821025848
73,12,8765,0.508,6849785175,3249785175,-3,0.5068771839141846,0.02080135233700275,-0.02658666484057903
100,13,8766,0.51,6849785178,3249785178,13,0.4965143501758575,0.02028927765786648,0.1147250384092331
89,15,8768,0.512,6849785182,3249785182,15,0.4941486418247223,0.02001983113586903,0.1325153559446335
70,1,8776,0.524,6849785205,3249785205,1,0.5235198736190796,0.02047763951122761,0.009145060554146767
100,3,8778,0.504,6849785210,3249785210,3,0.502931535243988,0.0194964986294508,0.02637732215225697
87,5,8779,0.538,6849785215,3249785215,5,0.5355541110038757,0.02066752314567566,0.04688978940248489
89,6,8780,0.518,6849785217,3249785217,-9,0.5112454295158386,0.01964006945490837,-0.08103305101394653
76,7,8781,0.51,6849785219,3249785219,7,0.5058287978172302,0.01934356987476349,0.06215336546301842
75,8,8782,0.52,6849785222,3249785222,-7,0.5157504677772522,0.01963284052908421,-0.06337206065654755
54,10,8783,0.532,6849785226,3249785226,-5,0.5295954942703247,0.02006730809807777,-0.0463668555021286
58,11,8784,0.512,6849785228,3249785228,11,0.502236008644104,0.01894282549619675,0.09769420325756073
70,12,8785,0.528,6849785231,3249785231,-3,0.5269052386283875,0.01978118158876896,-0.02763338573276997
100,13,8786,0.504,6849785233,3249785233,13,0.4907400012016296,0.01833768934011459,0.1133753284811974
85,15,8787,0.516,6849785238,3249785238,15,0.4980733692646027,0.01852466724812984,0.1335506290197372
79,1,8796,0.502,6849785261,3249785261,1,0.5016054511070251,0.0178670696914196,0.008761107921600342
96,3,8798,0.51,6849785265,3249785265,3,0.5089845657348633,0.01795202121138573,0.02669133804738522
78,5,8799,0.546,6849785270,3249785270,5,0.5435876250267029,0.0190774891525507,0.04758703708648682
100,6,8800,0.508,6849785272,3249785272,-9,0.5014400482177734,0.01751067116856575,-0.07946870476007462
87,7,8801,0.51,6849785275,3249785275,7,0.5058932304382324,0.01757777854800224,0.06215336546301842
66,8,8802,0.528,6849785277,3249785277,-7,0.5237514972686768,0.01810676045715809,-0.06434701383113861
100,9,8803,0.52,6849785279,3249785279,9,0.5132943987846375,0.01765555143356323,0.08134592324495316
72,10,8803,0.522,6849785281,3249785281,-5,0.5197063088417053,0.01787609979510307,-0.04549529775977135
100,11,8804,0.51,6849785284,3249785284,11,0.5003369450569153,0.01712243258953094,0.09731258451938629
76,12,8805,0.526,6849785286,3249785286,-3,0.5249749422073364,0.0178738571703434,-0.02752871252596378
100,13,8806,0.514,6849785288,3249785288,13,0.5005391240119934,0.01695442944765091,0.1156248450279236
91,15,8808,0.5,6849785293,3249785293,15,0.482691764831543,0.0161812137812376,0.129409521818161
87,1,8816,0.502,6849785316,3249785316,1,0.5016647577285767,0.01611603051424026,0.008761107921600342
95,3,8818,0.514,6849785321,3249785321,3,0.5130366683006287,0.0163020882755518,0.02690068073570728
79,5,8819,0.538,6849785325,3249785325,5,0.5356853604316711,0.01692817732691765,0.04688978940248489
90,6,8820,0.514,6849785328,3249785328,-9,0.5074213147163391,0.01594635657966137,-0.08040731400251389
71,7,8821,0.5,6849785330,3249785330,7,0.4960308969020844,0.01550174038857222,0.06093467026948929
71,8,8822,0.522,6849785332,3249785332,-7,0.5178591012954712,0.01609343476593494,-0.06361579895019531
55,9,8822,0.504,6849785334,3249785334,9,0.4975547194480896,0.01546243764460087,0.07884296774864197
54,10,8823,0.528,6849785337,3249785337,-5,0.525739848613739,0.01624649576842785,-0.04601823166012764
45,11,8824,0.5,6849785339,3249785339,11,0.4905820488929749,0.0150743406265974,0.0954044982790947
73,12,8825,0.506,6849785341,3249785341,-3,0.5050708651542664,0.01543131098151207,-0.026481993496418
100,13,8826,0.52,6849785344,3249785344,13,0.5064387917518616,0.01538463309407234,0.1169745475053787
85,14,8827,0.5,6849785346,3249785346,-1,0.4996959865093231,0.0150925051420927,-0.008726202882826328
89,15,8827,0.512,6849785348,3249785348,15,0.4943285882472992,0.01493039261549711,0.1325153559446335
87,1,8836,0.508,6849785371,3249785371,1,0.507714569568634,0.01453648693859577,0.008865822106599808
100,3,8838,0.51,6849785376,3249785376,3,0.5090975165367126,0.01439822930842638,0.02669133804738522
78,5,8839,0.546,6849785381,3249785381,5,0.543707549571991,0.0152820972725749,0.04758703708648682
100,6,8840,0.514,6849785383,3249785383,-9,0.507473886013031,0.01417502854019403,-0.08040731400251389
78,8,8842,0.502,6849785387,3249785387,-7,0.4980687201023102,0.01373832672834396,-0.06117840856313705
99,9,8843,0.53,6849785390,3249785390,9,0.5232782959938049,0.01434228848665953,0.08291026949882507
52,10,8843,0.536,6849785392,3249785392,-5,0.5337598919868469,0.01462957449257374,-0.04671547934412956
78,11,8844,0.512,6849785394,3249785394,11,0.5024068355560303,0.01368248090147972,0.09769420325756073
72,12,8845,0.518,6849785397,3249785397,-3,0.5171008110046387,0.01399233750998974,-0.0271100252866745
100,13,8846,0.502,6849785399,3249785399,13,0.4889571070671082,0.01314538903534412,0.1129254326224327
83,14,8847,0.504,6849785401,3249785401,-1,0.503743588924408,0.01345493365079165,-0.008796012960374355
94,15,8848,0.526,6849785404,3249785404,15,0.507898211479187,0.01347719598561525,0.1361388117074966
87,1,8856,0.52,6849785427,3249785427,1,0.5197566151618958,0.01306565944105387,0.009075251407921314
96,3,8858,0.506,6849785431,3249785431,3,0.5051513910293579,0.01252207159996033,0.026481993496418
85,5,8859,0.548,6849785436,3249785436,5,0.5457494258880615,0.01343313697725534,0.04776134714484215
100,6,8860,0.516,6849785438,3249785438,-9,0.5094950199127197,0.01245179120451212,-0.08072018623352051
83,7,8861,0.506,6849785440,3249785440,7,0.5020805597305298,0.01218290347605944,0.06166588887572289
68,8,8862,0.512,6849785443,3249785443,-7,0.5080362558364868,0.01223869528621435,-0.06239710375666618
52,10,8863,0.54,6849785447,3249785447,-5,0.53779137134552,0.01286158617585897,-0.04706409946084023
68,11,8864,0.514,6849785450,3249785450,11,0.5044142603874207,0.01197526697069407,0.09807582199573517
73,12,8865,0.502,6849785452,3249785452,-3,0.5011729001998901,0.01181079354137182,-0.02627265080809593
100,13,8866,0.502,6849785454,3249785454,13,0.4890000224113464,0.0114385299384594,0.1129254326224327
82,15,8867,0.524,6849785459,3249785459,15,0.5060088038444519,0.01174803078174591,0.1356211751699448
87,1,8876,0.516,6849785482,3249785482,1,0.5158005952835083,0.01116474252194166,0.009005441330373287
96,3,8878,0.508,6849785487,3249785487,3,0.5071887969970703,0.01080121193081141,0.02658666484057903
79,5,8879,0.542,6849785491,3249785491,5,0.5398171544075012,0.01140181440860033,0.04723841324448586
99,6,8880,0.524,6849785493,3249785493,-9,0.5174351930618286,0.01083872187882662,-0.0819716602563858
72,7,8881,0.502,6849785496,3249785496,7,0.4981507062911987,0.01034778822213411,0.06117840856313705
75,8,8882,0.508,6849785498,3249785498,-7,0.5041065216064453,0.01038348395377398,-0.06190962716937065
100,9,8882,0.518,6849785500,3249785500,9,0.5115140676498413,0.0105360634624958,0.08103305101394653
63,10,8883,0.52,6849785503,3249785503,-5,0.5179132223129272,0.01057744119316339,-0.04532098770141602
95,11,8884,0.524,6849785505,3249785505,11,0.5142672061920166,0.01041318383067846,0.09998391568660736
72,12,8885,0.518,6849785507,3249785507,-3,0.5171859264373779,0.01038198079913855,-0.0271100252866745
100,13,8886,0.508,6849785510,3249785510,13,0.4948820173740387,0.009847844950854778,0.1142751350998878
80,15,8887,0.506,6849785514,3249785514,15,0.4886634051799774,0.009638777002692223,0.1309624314308167
90,1,8895,0.512,6849785537,3249785537,1,0.511836051940918,0.009380935691297054,0.008935632184147835
95,3,8897,0.516,6849785542,3249785542,3,0.5152095556259155,0.009262864477932453,0.02700535394251347
87,5,8898,0.542,6849785546,3249785546,5,0.53985196352005,0.009611653164029121,0.04723841324448586
90,6,8899,0.514,6849785549,3249785549,-9,0.5075929164886475,0.00894868653267622,-0.08040731400251389
87,7,8900,0.506,6849785551,3249785551,7,0.5021518468856812,0.008765093050897121,0.06166588887572289
65,8,8901,0.514,6849785553,3249785553,-7,0.510092556476593,0.008814644068479538,-0.06264084577560425
55,9,8902,0.508,6849785556,3249785556,9,0.5016722679138184,0.008581553585827351,0.07946870476007462
58,10,8902,0.52,6849785558,3249785558,-5,0.5179454684257507,0.008859920315444469,-0.04532098770141602
72,12,8904,0.518,6849785563,3249785563,-3,0.5172175168991089,0.008666872978210449,-0.0271100252866745
100,13,8905,0.512,6849785565,3249785565,13,0.498808890581131,0.008271322585642338,0.1151749417185783
97,15,8906,0.51,6849785569,3249785569,15,0.4925558865070343,0.008081643842160702,0.1319977194070816
68,1,8915,0.504,6849785593,3249785593,1,0.5038678050041199,0.007475577294826508,0.008796012960374355
94,3,8917,0.518,6849785597,3249785597,3,0.5172358155250549,0.007493322715163231,0.0271100252866745
79,5,8918,0.538,6849785602,3249785602,5,0.5358978509902954,0.007670132908970118,0.04688978940248489
100,6,8919,0.518,6849785604,3249785604,-9,0.5115714073181152,0.007232652511447668,-0.08103305101394653
79,7,8920,0.504,6849785606,3249785606,7,0.5001944899559021,0.00698448671028018,0.06142215058207512
75,8,8921,0.512,6849785609,3249785609,-7,0.5081353187561035,0.007006665226072073,-0.06239710375666618
94,9,8922,0.52,6849785611,3249785611,9,0.513550341129303,0.006991684436798096,0.08134592324495316
58,10,8922,0.522,6849785613,3249785613,-5,0.5199654698371887,0.007079022470861673,-0.04549529775977135
80,11,8923,0.516,6849785616,3249785616,11,0.5064738988876343,0.006806930061429739,0.09845744073390961
72,12,8924,0.518,6849785618,3249785618,-3,0.5172445774078369,0.006861394736915827,-0.0271100252866745
100,13,8925,0.514,6849785620,3249785620,13,0.5007833242416382,0.006555612664669752,0.1156248450279236
97,15,8927,0.514,6849785625,3249785625,15,0.4964455664157867,0.006325507536530495,0.1330329924821854
97,1,8935,0.5,6849785648,3249785648,1,0.4998916685581207,0.005671334452927113,0.008726202882826328
95,3,8937,0.512,6849785652,3249785652,3,0.5112674236297607,0.005621905438601971,0.02679600939154625
79,5,8938,0.542,6849785657,3249785657,5,0.5399059057235718,0.005842572078108788,0.04723841324448586
91,6,8939,0.51,6849785659,3249785659,-9,0.5036925077438354,0.0053627691231668,-0.07978157699108124
82,7,8940,0.5,6849785662,3249785662,7,0.4962458610534668,0.00519686471670866,0.06093467026948929
72,8,8941,0.528,6849785664,3249785664,-7,0.5240365862846375,0.00539642758667469,-0.06434701383113861
67,9,8942,0.52,6849785666,3249785666,9,0.5135716199874878,0.005199016537517309,0.08134592324495316
